LeftGazeOrigin, LefGazeDirection, RightGazeOrigin, RightGazeDirection, CombinedGazeOrigin, CombinedGazeDirection
(31.62, 2.96, -25.53),(-0.10, 0.51, 0.86), (-32.00, 1.49, -24.24), (-0.17, 0.56, 0.81), (31.62, 2.96, -25.53), (-0.10, 0.51, 0.86)
(33.08, 0.79, -26.56),(0.02, -0.03, 1.00), (-30.75, 0.39, -28.02), (0.04, -0.05, 1.00), (5.81, 0.62, -27.19), (0.03, -0.04, 1.00)
(32.77, 5.68, -45.61),(0.00, 0.00, 0.00), (-31.36, 1.79, -30.80), (0.00, 0.00, 0.00), (-1.00, -1.00, -1.00), (-1.00, -1.00, -1.00)
(32.55, 1.57, -28.03),(-0.04, -0.09, 0.99), (-31.50, 1.05, -28.78), (-0.06, -0.07, 1.00), (-31.50, 1.05, -28.78), (-0.06, -0.07, 1.00)
(32.58, 1.56, -28.37),(-0.05, 0.03, 1.00), (-31.41, 0.88, -28.64), (-0.06, -0.02, 1.00), (-31.41, 0.88, -28.64), (-0.06, -0.02, 1.00)
(32.95, 1.12, -27.15),(-0.01, 0.03, 1.00), (-31.08, 0.56, -27.65), (-0.01, 0.01, 1.00), (-29.54, 0.57, -27.63), (-0.01, 0.01, 1.00)
(33.04, 1.39, -27.84),(0.02, 0.04, 1.00), (-30.92, 0.69, -27.82), (0.01, 0.01, 1.00), (-30.71, 0.69, -27.82), (0.01, 0.01, 1.00)
(33.15, 1.29, -27.29),(0.02, 0.03, 1.00), (-30.84, 0.63, -27.44), (0.02, 0.03, 1.00), (-30.58, 0.64, -27.44), (0.02, 0.03, 1.00)
(33.20, 1.20, -27.00),(0.03, 0.04, 1.00), (-30.75, 0.79, -27.95), (0.04, 0.04, 1.00), (-17.95, 0.87, -27.76), (0.04, 0.04, 1.00)
(33.20, 1.33, -27.42),(0.05, 0.04, 1.00), (-30.70, 0.72, -27.78), (0.05, 0.03, 1.00), (-19.43, 0.82, -27.72), (0.05, 0.03, 1.00)
(33.29, 1.14, -26.94),(0.05, 0.04, 1.00), (-30.64, 0.63, -27.62), (0.07, 0.03, 1.00), (-29.85, 0.63, -27.61), (0.07, 0.03, 1.00)
(33.32, 1.17, -27.02),(0.05, 0.04, 1.00), (-30.61, 0.68, -27.79), (0.07, 0.03, 1.00), (-29.92, 0.69, -27.78), (0.07, 0.03, 1.00)
(33.33, 1.16, -27.01),(0.06, 0.04, 1.00), (-30.56, 0.70, -27.85), (0.09, 0.02, 1.00), (0.23, 0.92, -27.44), (0.07, 0.03, 1.00)
(33.28, 1.17, -26.85),(0.07, 0.05, 1.00), (-30.66, 0.68, -27.69), (0.09, 0.03, 1.00), (6.16, 0.96, -27.21), (0.08, 0.04, 1.00)
(33.11, 1.01, -26.30),(0.07, 0.05, 1.00), (-30.79, 0.77, -27.92), (0.08, 0.04, 1.00), (-27.05, 0.78, -27.82), (0.08, 0.04, 1.00)
(32.83, 1.20, -26.84),(0.06, 0.04, 1.00), (-31.06, 1.13, -28.80), (0.04, 0.02, 1.00), (32.35, 1.20, -26.85), (0.06, 0.04, 1.00)
(33.00, 1.14, -27.35),(0.04, 0.04, 1.00), (-30.91, 0.77, -28.18), (0.04, 0.01, 1.00), (-16.03, 0.86, -27.98), (0.04, 0.02, 1.00)
(32.91, 1.09, -26.80),(0.03, 0.02, 1.00), (-31.02, 0.77, -28.04), (0.02, 0.01, 1.00), (-15.65, 0.85, -27.74), (0.02, 0.01, 1.00)
(32.86, 1.13, -26.71),(0.02, 0.02, 1.00), (-31.08, 0.87, -28.26), (0.01, 0.01, 1.00), (-26.53, 0.89, -28.15), (0.02, 0.01, 1.00)
(32.94, 1.36, -26.51),(0.05, 0.07, 1.00), (-30.82, 1.32, -28.78), (0.04, 0.02, 1.00), (30.13, 1.36, -26.61), (0.05, 0.06, 1.00)
(33.01, 1.45, -26.66),(0.07, 0.08, 0.99), (-30.81, 1.33, -28.74), (0.04, 0.07, 1.00), (31.04, 1.44, -26.72), (0.07, 0.08, 0.99)
(33.06, 1.36, -26.63),(0.06, 0.08, 1.00), (-30.81, 1.25, -28.68), (0.04, 0.05, 1.00), (-2.65, 1.30, -27.78), (0.05, 0.06, 1.00)
(33.09, 1.35, -26.63),(0.06, 0.08, 1.00), (-30.80, 1.15, -28.53), (0.05, 0.05, 1.00), (19.47, 1.30, -27.03), (0.05, 0.07, 1.00)
(33.11, 1.32, -26.54),(0.06, 0.07, 1.00), (-30.79, 1.09, -28.43), (0.06, 0.04, 1.00), (17.04, 1.26, -27.01), (0.06, 0.07, 1.00)
(33.20, 1.22, -26.42),(0.06, 0.07, 1.00), (-30.73, 1.12, -28.56), (0.06, 0.03, 1.00), (-26.36, 1.13, -28.41), (0.06, 0.03, 1.00)
(33.24, 1.25, -26.60),(0.06, 0.06, 1.00), (-30.68, 1.00, -28.19), (0.06, 0.03, 1.00), (-9.54, 1.08, -27.67), (0.06, 0.04, 1.00)
(33.18, 1.10, -27.15),(0.07, 0.01, 1.00), (-30.41, 0.67, -28.28), (0.07, -0.01, 1.00), (12.57, 0.96, -27.52), (0.07, 0.01, 1.00)
(33.21, 0.89, -27.11),(0.07, -0.04, 1.00), (-30.43, 0.54, -28.39), (0.08, -0.08, 0.99), (-27.87, 0.56, -28.34), (0.08, -0.08, 0.99)
(33.17, 0.94, -27.27),(0.07, -0.04, 1.00), (-30.47, 0.55, -28.41), (0.09, -0.07, 0.99), (-0.80, 0.73, -27.88), (0.08, -0.06, 0.99)
(33.17, 0.97, -27.33),(0.06, -0.05, 1.00), (-30.47, 0.56, -28.42), (0.09, -0.08, 0.99), (-10.37, 0.69, -28.07), (0.08, -0.07, 0.99)
(33.16, 0.96, -27.33),(0.06, -0.05, 1.00), (-30.55, 0.61, -28.53), (0.08, -0.09, 0.99), (17.52, 0.88, -27.62), (0.07, -0.06, 1.00)
(33.13, 0.94, -27.27),(0.06, -0.04, 1.00), (-30.56, 0.59, -28.46), (0.09, -0.08, 0.99), (8.81, 0.80, -27.72), (0.07, -0.06, 1.00)
(33.10, 0.90, -27.13),(0.06, -0.04, 1.00), (-30.61, 0.46, -28.16), (0.08, -0.09, 0.99), (20.18, 0.81, -27.34), (0.06, -0.05, 1.00)
(33.10, 0.87, -27.13),(0.05, -0.04, 1.00), (-30.61, 0.48, -28.22), (0.09, -0.09, 0.99), (19.95, 0.79, -27.36), (0.06, -0.05, 1.00)
(33.16, 0.94, -27.40),(0.06, -0.06, 1.00), (-30.61, 0.49, -28.24), (0.09, -0.09, 0.99), (-10.15, 0.63, -27.97), (0.08, -0.08, 0.99)
(33.23, 0.85, -27.24),(0.06, -0.07, 1.00), (-30.51, 0.53, -28.39), (0.09, -0.09, 0.99), (13.73, 0.75, -27.59), (0.07, -0.08, 0.99)
(33.20, 1.04, -27.40),(0.07, -0.06, 1.00), (-30.49, 0.58, -28.15), (0.10, -0.09, 0.99), (33.04, 1.04, -27.40), (0.07, -0.06, 1.00)
(33.09, 1.43, -27.05),(0.08, 0.07, 0.99), (-30.40, 0.99, -28.05), (0.08, 0.05, 1.00), (32.60, 1.42, -27.06), (0.08, 0.07, 0.99)
(33.26, 1.18, -26.63),(0.08, 0.05, 1.00), (-30.49, 0.85, -27.83), (0.08, 0.03, 1.00), (-2.05, 1.00, -27.29), (0.08, 0.04, 1.00)
(33.31, 1.06, -26.27),(0.08, 0.04, 1.00), (-30.49, 0.89, -27.91), (0.07, 0.02, 1.00), (-27.60, 0.89, -27.84), (0.07, 0.02, 1.00)
(33.35, 1.29, -27.17),(0.08, 0.02, 1.00), (-30.50, 0.76, -27.77), (0.07, 0.00, 1.00), (-30.38, 0.76, -27.77), (0.07, 0.00, 1.00)
(33.37, 1.27, -27.34),(0.08, 0.01, 1.00), (-30.53, 0.67, -27.77), (0.08, -0.01, 1.00), (-30.51, 0.67, -27.77), (0.08, -0.01, 1.00)
(33.37, 1.25, -27.35),(0.07, 0.01, 1.00), (-30.57, 0.66, -27.89), (0.07, -0.02, 1.00), (-13.64, 0.81, -27.75), (0.07, -0.01, 1.00)
(33.29, 1.18, -27.18),(0.07, 0.00, 1.00), (-30.64, 0.65, -27.80), (0.06, -0.02, 1.00), (-1.08, 0.90, -27.51), (0.07, -0.01, 1.00)
(33.26, 1.21, -27.25),(0.06, 0.01, 1.00), (-30.70, 0.65, -27.83), (0.05, -0.02, 1.00), (-5.83, 0.87, -27.61), (0.06, -0.01, 1.00)
(33.24, 1.23, -27.33),(0.06, 0.00, 1.00), (-30.79, 0.66, -27.94), (0.04, -0.03, 1.00), (10.46, 1.03, -27.55), (0.05, -0.01, 1.00)
(33.20, 1.23, -27.33),(0.05, 0.00, 1.00), (-30.86, 0.64, -27.96), (0.03, -0.02, 1.00), (7.36, 0.99, -27.58), (0.04, -0.01, 1.00)
(33.16, 1.23, -27.33),(0.05, 0.00, 1.00), (-30.96, 0.41, -27.41), (0.03, -0.04, 1.00), (28.64, 1.17, -27.34), (0.05, -0.01, 1.00)
(33.06, 0.98, -27.02),(0.03, -0.03, 1.00), (-30.88, 0.48, -28.03), (0.02, -0.04, 1.00), (32.85, 0.98, -27.03), (0.03, -0.03, 1.00)
(33.25, 0.72, -27.14),(0.09, -0.08, 0.99), (-30.54, 0.52, -28.87), (0.07, -0.11, 0.99), (33.25, 0.72, -27.14), (0.09, -0.08, 0.99)
(33.29, 0.84, -27.49),(0.07, -0.07, 0.99), (-30.55, 0.56, -28.91), (0.06, -0.10, 0.99), (12.62, 0.75, -27.95), (0.07, -0.08, 0.99)
(33.28, 0.85, -27.49),(0.07, -0.06, 1.00), (-30.59, 0.66, -29.18), (0.05, -0.10, 0.99), (-15.13, 0.71, -28.77), (0.06, -0.09, 0.99)
(33.27, 0.84, -27.47),(0.07, -0.06, 1.00), (-30.63, 0.75, -29.43), (0.05, -0.11, 0.99), (32.09, 0.84, -27.51), (0.07, -0.06, 1.00)
(33.26, 0.84, -27.46),(0.06, -0.06, 1.00), (-30.64, 0.76, -29.45), (0.06, -0.10, 0.99), (26.86, 0.84, -27.66), (0.06, -0.06, 1.00)
(33.25, 0.83, -27.42),(0.05, -0.06, 1.00), (-30.68, 0.72, -29.34), (0.04, -0.10, 0.99), (2.77, 0.78, -28.34), (0.05, -0.08, 1.00)
(33.25, 0.84, -27.48),(0.05, -0.07, 1.00), (-30.75, 0.51, -28.66), (0.06, -0.11, 0.99), (30.11, 0.83, -27.54), (0.05, -0.07, 1.00)
(33.31, 1.30, -28.70),(0.05, -0.04, 1.00), (-30.84, 0.71, -29.20), (0.04, -0.08, 1.00), (20.09, 1.18, -28.80), (0.05, -0.05, 1.00)
(33.19, 1.77, -27.75),(0.08, -0.14, 0.99), (-30.72, 1.63, -29.59), (0.04, 0.01, 1.00), (-28.69, 1.63, -29.53), (0.05, 0.01, 1.00)
(32.98, 2.11, -27.68),(0.06, 0.18, 0.98), (-30.69, 1.39, -27.86), (0.02, 0.14, 0.99), (32.77, 2.11, -27.68), (0.06, 0.18, 0.98)
(33.01, 1.99, -27.32),(0.02, 0.13, 0.99), (-30.77, 1.22, -27.57), (0.03, 0.14, 0.99), (33.00, 1.99, -27.32), (0.02, 0.13, 0.99)
(32.96, 1.70, -26.61),(0.01, 0.12, 0.99), (-30.81, 1.12, -27.41), (0.03, 0.14, 0.99), (-29.79, 1.13, -27.40), (0.03, 0.14, 0.99)
(32.74, 1.69, -27.27),(0.02, 0.11, 0.99), (-30.87, 0.94, -27.51), (0.03, 0.10, 0.99), (-30.45, 0.94, -27.51), (0.03, 0.10, 0.99)
(32.29, 1.20, -28.30),(-0.06, -0.12, 0.99), (-31.05, 0.21, -27.93), (-0.02, -0.14, 0.99), (-30.78, 0.21, -27.93), (-0.02, -0.14, 0.99)
(32.39, 0.86, -27.35),(-0.06, -0.09, 0.99), (-31.16, 0.28, -28.17), (-0.02, -0.12, 0.99), (-3.10, 0.54, -27.80), (-0.04, -0.10, 0.99)
(32.40, 0.89, -27.43),(-0.06, -0.09, 0.99), (-31.23, 0.22, -28.03), (-0.02, -0.11, 0.99), (-29.81, 0.24, -28.02), (-0.02, -0.11, 0.99)
(32.41, 0.89, -27.42),(-0.06, -0.09, 0.99), (-31.25, 0.24, -28.07), (-0.03, -0.11, 0.99), (2.33, 0.58, -27.72), (-0.05, -0.10, 0.99)
(32.42, 0.88, -27.38),(-0.06, -0.09, 0.99), (-31.27, 0.24, -28.08), (-0.02, -0.11, 0.99), (0.87, 0.57, -27.73), (-0.04, -0.10, 0.99)
(32.52, 0.89, -27.45),(-0.07, -0.09, 0.99), (-31.28, 0.25, -28.11), (-0.03, -0.11, 0.99), (-0.29, 0.56, -27.79), (-0.04, -0.10, 0.99)
(32.55, 0.86, -27.39),(-0.06, -0.09, 0.99), (-31.28, 0.25, -28.10), (-0.02, -0.11, 0.99), (-4.35, 0.50, -27.80), (-0.04, -0.10, 0.99)
