LeftGazeOrigin, LefGazeDirection, RightGazeOrigin, RightGazeDirection, CombinedGazeOrigin, CombinedGazeDirection
(31.03, -0.18, -21.04),(-0.16, 0.06, 0.99), (-34.59, -2.97, -22.85), (-0.15, 0.04, 0.99), (-29.50, -2.75, -22.71), (-0.15, 0.04, 0.99)
(30.49, -0.28, -21.17),(-0.29, 0.03, 0.96), (-35.11, -3.25, -22.76), (-0.24, 0.00, 0.97), (-12.01, -2.21, -22.20), (-0.26, 0.01, 0.97)
(30.42, -0.22, -21.14),(-0.29, 0.03, 0.95), (-35.25, -3.23, -22.79), (-0.26, 0.01, 0.97), (-12.28, -2.18, -22.22), (-0.27, 0.02, 0.96)
(30.36, -0.22, -21.15),(-0.30, 0.03, 0.95), (-35.31, -3.21, -22.80), (-0.26, 0.02, 0.97), (-13.85, -2.23, -22.26), (-0.27, 0.02, 0.96)
(30.24, -0.18, -21.21),(-0.33, 0.05, 0.94), (-35.41, -3.19, -22.83), (-0.26, 0.02, 0.97), (-14.67, -2.24, -22.32), (-0.28, 0.03, 0.96)
(30.10, -0.16, -21.20),(-0.32, 0.04, 0.95), (-35.47, -3.11, -22.86), (-0.28, 0.02, 0.96), (-11.56, -2.04, -22.25), (-0.30, 0.03, 0.95)
(30.48, -0.06, -21.12),(-0.28, 0.06, 0.96), (-34.97, -2.94, -22.72), (-0.23, 0.04, 0.97), (-10.95, -1.88, -22.13), (-0.25, 0.05, 0.97)
(31.80, 0.05, -21.12),(0.01, 0.12, 0.99), (-33.36, -2.77, -22.39), (0.03, 0.10, 0.99), (31.35, 0.03, -21.13), (0.01, 0.12, 0.99)
(33.11, -0.47, -21.46),(0.28, -0.01, 0.96), (-32.01, -3.22, -22.78), (0.29, -0.01, 0.96), (13.21, -1.31, -21.86), (0.28, -0.01, 0.96)
(33.60, -0.62, -21.64),(0.35, -0.05, 0.93), (-31.65, -3.44, -22.89), (0.35, -0.04, 0.93), (-2.79, -2.19, -22.34), (0.35, -0.05, 0.93)
(33.56, -0.56, -21.59),(0.31, -0.05, 0.95), (-31.87, -3.37, -22.83), (0.32, -0.03, 0.95), (-17.61, -2.76, -22.56), (0.32, -0.04, 0.95)
(33.45, -0.53, -21.55),(0.28, -0.04, 0.96), (-32.07, -3.32, -22.82), (0.29, -0.04, 0.96), (-6.07, -2.22, -22.31), (0.29, -0.04, 0.96)
(33.33, -0.49, -21.50),(0.25, -0.03, 0.97), (-32.20, -3.23, -23.05), (0.26, -0.05, 0.97), (-2.48, -1.99, -22.35), (0.25, -0.04, 0.97)
(33.13, -0.34, -21.42),(0.22, -0.04, 0.97), (-32.37, -2.77, -23.94), (0.21, -0.07, 0.98), (33.13, -0.34, -21.42), (0.22, -0.04, 0.97)
(33.45, -0.25, -21.59),(0.32, 0.00, 0.95), (-31.87, -2.99, -23.20), (0.32, -0.02, 0.95), (33.45, -0.25, -21.59), (0.32, 0.00, 0.95)
(33.89, -0.17, -21.78),(0.39, 0.01, 0.92), (-31.52, -2.82, -23.29), (0.40, 0.00, 0.92), (33.68, -0.18, -21.79), (0.39, 0.01, 0.92)
(33.70, -0.10, -21.69),(0.35, 0.02, 0.94), (-31.73, -2.87, -23.24), (0.34, -0.01, 0.94), (-17.04, -2.25, -22.89), (0.34, 0.00, 0.94)
(33.46, -0.07, -21.58),(0.32, 0.02, 0.95), (-31.99, -2.88, -23.17), (0.31, -0.02, 0.95), (-16.43, -2.21, -22.79), (0.31, -0.01, 0.95)
(33.40, 0.14, -21.55),(0.29, 0.02, 0.96), (-32.16, -2.81, -23.23), (0.30, 0.00, 0.96), (-15.79, -2.07, -22.81), (0.30, 0.01, 0.96)
(33.09, -0.82, -21.47),(0.00, 0.00, 0.00), (-31.80, -2.82, -23.21), (0.00, 0.00, 0.00), (-1.00, -1.00, -1.00), (-1.00, -1.00, -1.00)
(33.62, 0.67, -21.55),(0.00, 0.00, 0.00), (-31.90, -2.42, -23.15), (0.00, 0.00, 0.00), (-1.00, -1.00, -1.00), (-1.00, -1.00, -1.00)
(33.52, 0.42, -21.60),(0.34, 0.03, 0.94), (-31.90, -2.62, -23.18), (0.32, 0.01, 0.95), (-27.78, -2.43, -23.08), (0.32, 0.01, 0.95)
(33.41, 0.36, -21.54),(0.30, 0.03, 0.95), (-32.11, -2.65, -23.10), (0.28, 0.00, 0.96), (-11.30, -1.69, -22.60), (0.29, 0.01, 0.96)
(33.34, 0.31, -21.53),(0.27, 0.04, 0.96), (-32.19, -2.59, -23.20), (0.26, 0.00, 0.97), (-9.13, -1.57, -22.61), (0.26, 0.01, 0.96)
(33.21, 0.33, -21.47),(0.24, 0.04, 0.97), (-32.42, -2.73, -22.75), (0.27, 0.01, 0.96), (24.24, -0.09, -21.64), (0.25, 0.03, 0.97)
(33.14, 0.36, -21.45),(0.23, 0.04, 0.97), (-32.45, -2.60, -23.04), (0.24, 0.01, 0.97), (33.12, 0.36, -21.45), (0.23, 0.04, 0.97)
(33.03, 0.66, -21.38),(0.23, 0.02, 0.97), (-32.56, -2.53, -22.82), (0.23, 0.04, 0.97), (33.03, 0.66, -21.38), (0.23, 0.02, 0.97)
(33.13, -0.45, -21.46),(0.00, 0.00, 0.00), (-32.45, -1.97, -23.11), (0.00, 0.00, 0.00), (-1.00, -1.00, -1.00), (-1.00, -1.00, -1.00)
(32.40, -0.46, -21.30),(0.00, 0.00, 0.00), (-32.46, -3.35, -23.19), (0.00, 0.00, 0.00), (-1.00, -1.00, -1.00), (-1.00, -1.00, -1.00)
(32.72, 0.81, -21.26),(0.00, 0.00, 0.00), (-32.62, -1.83, -24.60), (0.00, 0.00, 0.00), (-1.00, -1.00, -1.00), (-1.00, -1.00, -1.00)
(32.44, 0.82, -21.67),(0.11, 0.03, 0.99), (-32.99, -1.99, -24.48), (0.09, 0.03, 1.00), (32.44, 0.82, -21.67), (0.11, 0.03, 0.99)
(32.40, 1.13, -22.95),(0.05, 0.01, 1.00), (-33.26, -2.20, -24.11), (0.07, 0.03, 1.00), (-33.26, -2.20, -24.11), (0.07, 0.03, 1.00)
(32.26, 1.06, -22.75),(0.03, 0.02, 1.00), (-33.45, -2.48, -23.34), (0.06, 0.03, 1.00), (-29.12, -2.25, -23.30), (0.06, 0.03, 1.00)
(32.19, 1.04, -22.57),(0.02, 0.02, 1.00), (-33.58, -2.41, -23.62), (0.04, 0.02, 1.00), (28.59, 0.85, -22.63), (0.02, 0.02, 1.00)
(32.14, 1.06, -22.64),(0.01, 0.02, 1.00), (-33.66, -2.56, -23.30), (0.03, 0.03, 1.00), (30.09, 0.94, -22.66), (0.01, 0.02, 1.00)
(32.10, 1.06, -22.61),(0.01, 0.02, 1.00), (-33.68, -2.73, -22.83), (0.02, 0.03, 1.00), (31.99, 1.06, -22.61), (0.01, 0.02, 1.00)
(32.06, 1.06, -22.57),(-0.01, 0.02, 1.00), (-33.70, -2.77, -22.68), (0.01, 0.03, 1.00), (29.80, 0.92, -22.58), (-0.01, 0.02, 1.00)
(32.00, 0.96, -22.21),(-0.01, 0.02, 1.00), (-33.70, -2.74, -22.71), (0.01, 0.02, 1.00), (-28.59, -2.45, -22.67), (0.01, 0.02, 1.00)
(31.96, 0.62, -21.21),(0.00, 0.03, 1.00), (-33.70, -2.77, -22.64), (0.02, 0.03, 1.00), (-33.70, -2.77, -22.64), (0.02, 0.03, 1.00)
(31.96, 0.61, -21.19),(0.00, 0.03, 1.00), (-33.68, -2.77, -22.62), (0.01, 0.04, 1.00), (-33.68, -2.77, -22.62), (0.01, 0.04, 1.00)
(31.97, 0.60, -21.19),(0.01, 0.04, 1.00), (-33.65, -2.77, -22.59), (0.02, 0.04, 1.00), (-26.80, -2.41, -22.44), (0.01, 0.04, 1.00)
(32.05, 0.60, -21.20),(0.01, 0.04, 1.00), (-33.62, -2.74, -22.60), (0.03, 0.04, 1.00), (-11.05, -1.59, -22.12), (0.02, 0.04, 1.00)
(32.11, 0.78, -21.53),(0.00, 0.04, 1.00), (-33.60, -2.69, -22.62), (0.03, 0.04, 1.00), (-31.75, -2.59, -22.59), (0.03, 0.04, 1.00)
(32.11, 0.80, -21.59),(0.02, 0.04, 1.00), (-33.56, -2.65, -22.74), (0.04, 0.04, 1.00), (-29.33, -2.43, -22.67), (0.04, 0.04, 1.00)
(32.11, 0.69, -21.12),(0.03, 0.04, 1.00), (-33.54, -2.62, -22.83), (0.04, 0.04, 1.00), (-29.75, -2.43, -22.73), (0.04, 0.04, 1.00)
